"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-102.46","51.26","YORKTON","4019073","2020-12-02","2020","12","02","","1.1","","-8.6","","-3.7","","21.7","","0.0","","","","","","0.0","","","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-03","2020","12","03","","3.5","","-8.7","","-2.6","","20.6","","0.0","","","","","","0.0","","0","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-04","2020","12","04","","2.8","","-9.0","","-3.1","","21.1","","0.0","","","","","","0.0","","","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-05","2020","12","05","","5.2","","-5.2","","0.0","","18.0","","0.0","","","","","","0.0","","","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-06","2020","12","06","","4.8","","-7.0","","-1.1","","19.1","","0.0","","","","","","0.0","","","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-07","2020","12","07","","2.8","","-8.3","","-2.8","","20.8","","0.0","","","","","","0.0","","","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-08","2020","12","08","","4.7","","-2.5","","1.1","","16.9","","0.0","","","","","","0.0","","0","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-09","2020","12","09","","2.2","","-4.5","","-1.2","","19.2","","0.0","","","","","","0.0","","","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-10","2020","12","10","","-1.8","","-9.3","","-5.6","","23.6","","0.0","","","","","","0.0","","","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-11","2020","12","11","","-5.9","","-11.9","","-8.9","","26.9","","0.0","","","","","","0.0","","","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-12","2020","12","12","","-4.4","","-7.0","","-5.7","","23.7","","0.0","","","","","","0.5","","","","18","","35",""
"-102.46","51.26","YORKTON","4019073","2020-12-13","2020","12","13","","-5.2","","-26.7","","-16.0","","34.0","","0.0","","","","","","0.6","","","","31","","50",""
"-102.46","51.26","YORKTON","4019073","2020-12-14","2020","12","14","","-15.8","","-28.7","","-22.3","","40.3","","0.0","","","","","","0.1","","0","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-15","2020","12","15","","-9.4","","-15.9","","-12.7","","30.7","","0.0","","","","","","0.0","","","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-16","2020","12","16","","-6.3","","-15.5","","-10.9","","28.9","","0.0","","","","","","0.0","","","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-17","2020","12","17","","2.2","","-18.0","","-7.9","","25.9","","0.0","","","","","","0.0","","","","21","","45",""
"-102.46","51.26","YORKTON","4019073","2020-12-18","2020","12","18","","-1.3","","-19.4","","-10.4","","28.4","","0.0","","","","","","0.0","","0","","31","","58",""
"-102.46","51.26","YORKTON","4019073","2020-12-19","2020","12","19","","3.5","","-17.1","","-6.8","","24.8","","0.0","","","","","","0.3","","0","","30","","64",""
"-102.46","51.26","YORKTON","4019073","2020-12-20","2020","12","20","","-2.4","","-12.2","","-7.3","","25.3","","0.0","","","","","","2.6","","0","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-21","2020","12","21","","-3.1","","-12.0","","-7.6","","25.6","","0.0","","","","","","0.5","","6","","31","","42",""
"-102.46","51.26","YORKTON","4019073","2020-12-22","2020","12","22","","-7.8","","-20.1","","-14.0","","32.0","","0.0","","","","","","4.8","","5","","3","","57",""
"-102.46","51.26","YORKTON","4019073","2020-12-23","2020","12","23","","-17.9","","-24.0","","-20.9","","38.9","","0.0","","","","","","0.0","","10","","35","","35",""
"-102.46","51.26","YORKTON","4019073","2020-12-24","2020","12","24","","-5.2","","-18.0","","-11.6","","29.6","","0.0","","","","","","0.1","","9","","17","","35",""
"-102.46","51.26","YORKTON","4019073","2020-12-25","2020","12","25","","-1.3","","-13.1","","-7.2","","25.2","","0.0","","","","","","0.0","","9","","31","","38",""
"-102.46","51.26","YORKTON","4019073","2020-12-26","2020","12","26","","-7.6","","-14.6","","-11.1","","29.1","","0.0","","","","","","0.9","","9","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-27","2020","12","27","","-7.1","","-16.9","","-12.0","","30.0","","0.0","","","","","","0.2","","10","","33","","36",""
"-102.46","51.26","YORKTON","4019073","2020-12-28","2020","12","28","","-7.2","","-19.2","","-13.2","","31.2","","0.0","","","","","","0.1","","9","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-29","2020","12","29","","-6.1","","-10.2","","-8.1","","26.1","","0.0","","","","","","0.3","","9","","34","","34",""
"-102.46","51.26","YORKTON","4019073","2020-12-30","2020","12","30","","-8.1","","-14.1","","-11.1","","29.1","","0.0","","","","","","0.0","","9","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-12-31","2020","12","31","","-13.8","","-21.3","","-17.6","","35.6","","0.0","","","","","","0.0","","8","","","","",""
