suroggate_key,place_id,Metro_area,Subregion_1,Subregion_2,Date,Province,Retail_and_recreation,Grocery_and_pharmacy,Parks,Transit_stations,Workplaces,Residential
299,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-10-26,ON,-22.0,2.0,42.0,-55.0,-42.0,17.0
300,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-10-27,ON,-22.0,1.0,27.0,-56.0,-42.0,17.0
301,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-10-28,ON,-15.0,4.0,74.0,-56.0,-43.0,17.0
302,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-10-29,ON,-18.0,4.0,26.0,-56.0,-41.0,17.0
303,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-10-30,ON,-18.0,4.0,16.0,-54.0,-40.0,16.0
304,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-10-31,ON,-16.0,10.0,120.0,-24.0,-1.0,7.0
305,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-01,ON,-21.0,-2.0,-13.0,-32.0,-10.0,7.0
306,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-02,ON,-23.0,-1.0,18.0,-57.0,-42.0,17.0
307,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-03,ON,-23.0,-4.0,32.0,-57.0,-42.0,17.0
308,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-04,ON,-18.0,-6.0,91.0,-56.0,-42.0,17.0
309,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-05,ON,-18.0,-1.0,74.0,-55.0,-40.0,17.0
310,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-06,ON,-17.0,-2.0,108.0,-52.0,-38.0,16.0
311,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-07,ON,-12.0,1.0,255.0,-26.0,-1.0,5.0
312,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-08,ON,-11.0,1.0,209.0,-23.0,-4.0,4.0
313,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-09,ON,-20.0,0.0,119.0,-56.0,-41.0,16.0
314,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-10,ON,-18.0,2.0,145.0,-56.0,-41.0,16.0
315,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-11,ON,-13.0,3.0,77.0,-57.0,-44.0,17.0
316,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-12,ON,-18.0,3.0,56.0,-55.0,-41.0,17.0
317,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-13,ON,-17.0,0.0,32.0,-52.0,-40.0,17.0
318,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-14,ON,-16.0,8.0,117.0,-29.0,-2.0,8.0
319,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-15,ON,-25.0,-10.0,-41.0,-38.0,-13.0,8.0
320,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-16,ON,-26.0,-2.0,6.0,-60.0,-43.0,18.0
321,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-17,ON,-26.0,-3.0,6.0,-59.0,-43.0,18.0
322,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-18,ON,-22.0,-2.0,7.0,-58.0,-44.0,19.0
323,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-19,ON,-21.0,2.0,38.0,-57.0,-41.0,18.0
324,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-20,ON,-19.0,3.0,80.0,-50.0,-40.0,17.0
325,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-21,ON,-18.0,10.0,62.0,-28.0,-4.0,8.0
326,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-22,ON,-35.0,-14.0,-43.0,-37.0,-16.0,10.0
327,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-23,ON,-23.0,2.0,-2.0,-58.0,-44.0,19.0
328,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-24,ON,-21.0,2.0,3.0,-57.0,-43.0,18.0
329,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-25,ON,-19.0,0.0,-11.0,-56.0,-44.0,20.0
330,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-26,ON,-13.0,6.0,19.0,-53.0,-42.0,18.0
331,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-27,ON,-14.0,6.0,24.0,-49.0,-45.0,18.0
332,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-28,ON,-12.0,14.0,116.0,-19.0,-5.0,9.0
333,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-29,ON,-12.0,6.0,97.0,-20.0,-10.0,7.0
334,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-11-30,ON,-22.0,0.0,-32.0,-59.0,-45.0,19.0
335,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-01,ON,-31.0,-8.0,-1.0,-59.0,-46.0,20.0
336,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-02,ON,-18.0,3.0,8.0,-54.0,-44.0,19.0
337,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-03,ON,-16.0,6.0,17.0,-54.0,-41.0,19.0
338,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-04,ON,-20.0,2.0,1.0,-48.0,-40.0,19.0
339,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-05,ON,-14.0,13.0,70.0,-15.0,-5.0,9.0
340,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-06,ON,-15.0,6.0,41.0,-11.0,-12.0,8.0
341,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-07,ON,-20.0,4.0,16.0,-55.0,-43.0,18.0
342,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-08,ON,-21.0,3.0,25.0,-56.0,-42.0,18.0
343,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-09,ON,-18.0,2.0,1.0,-54.0,-43.0,19.0
344,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-10,ON,-15.0,8.0,39.0,-53.0,-42.0,18.0
345,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-11,ON,-15.0,9.0,60.0,-47.0,-41.0,18.0
346,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-12,ON,-19.0,8.0,0.0,-21.0,-8.0,11.0
347,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-13,ON,-12.0,10.0,40.0,-16.0,-11.0,8.0
348,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-14,ON,-17.0,9.0,15.0,-54.0,-44.0,18.0
349,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-15,ON,-16.0,12.0,14.0,-53.0,-43.0,18.0
350,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-16,ON,-15.0,6.0,-9.0,-56.0,-45.0,20.0
351,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-17,ON,-11.0,13.0,5.0,-51.0,-43.0,19.0
352,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-18,ON,-12.0,13.0,26.0,-47.0,-41.0,18.0
353,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-19,ON,-12.0,20.0,49.0,-15.0,-7.0,10.0
354,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-20,ON,-8.0,16.0,32.0,-8.0,-11.0,8.0
355,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-21,ON,3.0,40.0,51.0,-50.0,-52.0,18.0
356,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-22,ON,5.0,46.0,45.0,-50.0,-52.0,18.0
357,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-23,ON,15.0,63.0,71.0,-47.0,-54.0,18.0
358,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-24,ON,-14.0,46.0,3.0,-57.0,-68.0,24.0
359,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-25,ON,-87.0,-79.0,25.0,-85.0,-89.0,32.0
360,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-26,ON,-69.0,-48.0,52.0,-64.0,-47.0,16.0
361,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-27,ON,-54.0,-21.0,63.0,-53.0,-29.0,11.0
362,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-28,ON,-49.0,-8.0,43.0,-77.0,-77.0,29.0
363,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-29,ON,-42.0,2.0,94.0,-71.0,-66.0,25.0
364,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-30,ON,-40.0,8.0,-11.0,-72.0,-67.0,27.0
365,ChIJz8mQnONoK4gRGbKpsIOFmnA,,Ontario,Halton,2020-12-31,ON,-35.0,26.0,86.0,-73.0,-70.0,26.0
366,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-01,ON,-15.0,1.0,85.0,-55.0,-43.0,13.0
367,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-02,ON,-15.0,-1.0,71.0,-57.0,-44.0,13.0
368,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-03,ON,-13.0,2.0,88.0,-54.0,-43.0,12.0
369,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-04,ON,-14.0,-1.0,81.0,-54.0,-44.0,12.0
370,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-05,ON,-20.0,-6.0,90.0,-53.0,-10.0,1.0
371,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-06,ON,-10.0,-3.0,140.0,-55.0,-12.0,-2.0
372,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-07,ON,-43.0,-41.0,78.0,-71.0,-82.0,23.0
373,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-08,ON,-13.0,9.0,32.0,-55.0,-45.0,13.0
374,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-09,ON,-17.0,-2.0,45.0,-57.0,-44.0,13.0
375,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-10,ON,-15.0,2.0,56.0,-56.0,-43.0,13.0
376,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-11,ON,-17.0,-6.0,70.0,-55.0,-41.0,12.0
377,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-12,ON,-16.0,-4.0,120.0,-49.0,-2.0,3.0
378,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-13,ON,-16.0,-7.0,95.0,-55.0,-6.0,3.0
379,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-14,ON,-18.0,-6.0,65.0,-57.0,-41.0,14.0
380,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-15,ON,-17.0,-3.0,63.0,-56.0,-39.0,13.0
381,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-16,ON,-17.0,-4.0,77.0,-57.0,-41.0,13.0
382,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-17,ON,-16.0,-2.0,66.0,-55.0,-40.0,13.0
383,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-18,ON,-18.0,-8.0,46.0,-55.0,-39.0,13.0
384,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-19,ON,-17.0,-5.0,83.0,-52.0,-2.0,4.0
385,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-20,ON,-16.0,-7.0,99.0,-56.0,-4.0,2.0
386,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-21,ON,-20.0,-8.0,56.0,-58.0,-42.0,14.0
387,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-22,ON,-20.0,-4.0,55.0,-57.0,-40.0,13.0
388,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-23,ON,-20.0,-4.0,68.0,-59.0,-40.0,14.0
389,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-24,ON,-19.0,-3.0,42.0,-58.0,-40.0,14.0
390,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-25,ON,-20.0,-8.0,57.0,-57.0,-39.0,13.0
391,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-26,ON,-18.0,-5.0,106.0,-53.0,1.0,3.0
392,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-27,ON,-16.0,-7.0,110.0,-57.0,-3.0,2.0
393,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-28,ON,-23.0,-8.0,43.0,-59.0,-41.0,14.0
394,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-29,ON,-21.0,-3.0,35.0,-58.0,-39.0,14.0
395,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-09-30,ON,-21.0,-5.0,9.0,-59.0,-40.0,14.0
396,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-01,ON,-18.0,2.0,28.0,-57.0,-38.0,14.0
397,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-02,ON,-21.0,-8.0,13.0,-57.0,-38.0,14.0
398,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-03,ON,-19.0,-6.0,59.0,-53.0,-2.0,5.0
399,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-04,ON,-22.0,-10.0,-14.0,-60.0,-8.0,5.0
400,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-05,ON,-21.0,-6.0,34.0,-59.0,-41.0,14.0
401,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-06,ON,-21.0,-2.0,39.0,-58.0,-39.0,14.0
402,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-07,ON,-22.0,-5.0,14.0,-61.0,-40.0,15.0
403,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-08,ON,-19.0,2.0,24.0,-57.0,-39.0,14.0
404,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-09,ON,-18.0,3.0,46.0,-55.0,-39.0,13.0
405,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-10,ON,-24.0,-1.0,70.0,-53.0,-5.0,5.0
406,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-11,ON,-22.0,0.0,51.0,-60.0,-11.0,3.0
407,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-12,ON,-57.0,-47.0,65.0,-74.0,-82.0,27.0
408,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-13,ON,-24.0,1.0,46.0,-57.0,-40.0,14.0
409,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-14,ON,-25.0,-5.0,35.0,-59.0,-40.0,15.0
410,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-15,ON,-27.0,-8.0,-20.0,-60.0,-40.0,16.0
411,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-16,ON,-24.0,-6.0,28.0,-57.0,-38.0,15.0
412,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-17,ON,-23.0,-4.0,75.0,-53.0,-2.0,6.0
413,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-18,ON,-26.0,-9.0,27.0,-59.0,-9.0,6.0
414,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-19,ON,-28.0,-12.0,-12.0,-61.0,-42.0,16.0
415,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-20,ON,-25.0,-3.0,15.0,-59.0,-39.0,15.0
416,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-21,ON,-26.0,-6.0,11.0,-61.0,-40.0,16.0
417,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-22,ON,-25.0,-3.0,4.0,-58.0,-39.0,16.0
418,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-23,ON,-26.0,-9.0,60.0,-56.0,-38.0,15.0
419,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-24,ON,-24.0,-4.0,30.0,-54.0,-3.0,7.0
420,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-25,ON,-24.0,-8.0,20.0,-58.0,-9.0,5.0
421,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-26,ON,-27.0,-10.0,2.0,-60.0,-41.0,16.0
422,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-27,ON,-29.0,-9.0,-16.0,-60.0,-39.0,15.0
423,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-28,ON,-24.0,-4.0,21.0,-58.0,-39.0,15.0
424,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-29,ON,-24.0,-3.0,-10.0,-59.0,-39.0,15.0
425,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-30,ON,-25.0,-7.0,-11.0,-57.0,-38.0,15.0
426,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-10-31,ON,-22.0,-2.0,23.0,-52.0,-2.0,6.0
427,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-01,ON,-27.0,-9.0,-26.0,-59.0,-11.0,6.0
428,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-02,ON,-28.0,-11.0,-21.0,-60.0,-41.0,16.0
429,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-03,ON,-27.0,-6.0,-13.0,-60.0,-39.0,16.0
430,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-04,ON,-26.0,-8.0,31.0,-59.0,-39.0,15.0
431,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-05,ON,-25.0,-6.0,18.0,-58.0,-38.0,15.0
432,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-06,ON,-25.0,-9.0,39.0,-57.0,-38.0,15.0
433,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-07,ON,-20.0,-5.0,86.0,-51.0,-1.0,5.0
434,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-08,ON,-19.0,-8.0,97.0,-56.0,-6.0,4.0
435,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-09,ON,-26.0,-11.0,33.0,-60.0,-40.0,15.0
436,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-10,ON,-24.0,-4.0,46.0,-58.0,-38.0,15.0
437,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-11,ON,-23.0,-3.0,16.0,-61.0,-41.0,16.0
438,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-12,ON,-23.0,-1.0,8.0,-60.0,-39.0,16.0
439,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-13,ON,-23.0,-5.0,-9.0,-60.0,-40.0,17.0
440,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-14,ON,-23.0,-1.0,22.0,-54.0,-7.0,8.0
441,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-15,ON,-34.0,-21.0,-40.0,-65.0,-14.0,8.0
442,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-16,ON,-29.0,-13.0,-20.0,-63.0,-43.0,17.0
443,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-17,ON,-30.0,-11.0,-25.0,-62.0,-40.0,17.0
444,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-18,ON,-28.0,-11.0,-22.0,-64.0,-40.0,17.0
445,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-19,ON,-24.0,-5.0,-8.0,-61.0,-40.0,16.0
446,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-20,ON,-23.0,-5.0,22.0,-59.0,-39.0,16.0
447,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-21,ON,-20.0,0.0,0.0,-55.0,-2.0,7.0
448,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-22,ON,-35.0,-26.0,-39.0,-64.0,-13.0,8.0
449,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-23,ON,-40.0,-21.0,-29.0,-66.0,-44.0,19.0
450,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-24,ON,-38.0,-15.0,-28.0,-65.0,-42.0,18.0
451,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-25,ON,-37.0,-18.0,-32.0,-66.0,-42.0,18.0
452,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-26,ON,-32.0,-8.0,-13.0,-64.0,-42.0,17.0
453,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-27,ON,-33.0,-14.0,-12.0,-62.0,-41.0,18.0
454,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-28,ON,-35.0,-13.0,13.0,-58.0,-8.0,9.0
455,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-29,ON,-36.0,-17.0,28.0,-63.0,-15.0,7.0
456,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-30,ON,-36.0,-19.0,-42.0,-66.0,-44.0,18.0
457,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-01,ON,-43.0,-24.0,-37.0,-65.0,-45.0,20.0
458,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-02,ON,-34.0,-11.0,-20.0,-64.0,-42.0,18.0
459,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-03,ON,-33.0,-7.0,-21.0,-63.0,-41.0,18.0
460,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-04,ON,-36.0,-17.0,-28.0,-63.0,-41.0,19.0
461,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-05,ON,-35.0,-12.0,-15.0,-58.0,-8.0,10.0
462,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-06,ON,-38.0,-17.0,-5.0,-64.0,-16.0,8.0
463,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-07,ON,-36.0,-17.0,-24.0,-65.0,-44.0,18.0
464,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-08,ON,-35.0,-12.0,-22.0,-64.0,-41.0,17.0
465,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-09,ON,-37.0,-14.0,-29.0,-65.0,-42.0,18.0
466,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-10,ON,-34.0,-8.0,-15.0,-64.0,-41.0,17.0
467,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-11,ON,-34.0,-13.0,-3.0,-63.0,-41.0,18.0
468,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-12,ON,-39.0,-16.0,-33.0,-61.0,-9.0,11.0
469,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-13,ON,-37.0,-14.0,-11.0,-64.0,-16.0,8.0
470,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-14,ON,-36.0,-15.0,-28.0,-66.0,-44.0,18.0
471,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-15,ON,-34.0,-8.0,-26.0,-64.0,-42.0,17.0
472,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-16,ON,-36.0,-14.0,-38.0,-67.0,-43.0,19.0
473,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-17,ON,-32.0,-4.0,-29.0,-63.0,-42.0,18.0
474,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-18,ON,-32.0,-9.0,-15.0,-62.0,-41.0,18.0
475,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-19,ON,-36.0,-10.0,-19.0,-56.0,-10.0,10.0
476,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-20,ON,-35.0,-12.0,-10.0,-61.0,-15.0,7.0
